Spread,Block,Trial,Time_elapsed,Delta,click_num,Placed_x
10000,1,1,14.352,530,1,1.492617e+02
10000,1,2,4.556,530,1,-4.111328e+01
10000,1,3,2.887,530,1,1.880547e+02
10000,1,4,3.155,860,1,5.874375e+02
10000,1,5,3.904,200,1,3.046875e-01
10000,1,6,2.118,365,1,-2.342578e+01
10000,1,7,3.705,695,1,2.134805e+02
10000,1,8,2.053,200,1,8.359375e-01
10000,1,9,2.220,530,1,-2.683320e+02
10000,1,10,1.536,365,1,-2.242188e+00
10000,1,11,6.091,695,1,6.782031e+01
10000,1,12,2.187,200,1,-7.199219e+00
10000,1,13,2.454,860,1,-4.643594e+02
10000,1,14,1.936,365,1,-5.906250e+00
10000,1,15,2.571,530,1,5.787500e+01
10000,1,16,3.372,860,1,7.018906e+02
10000,1,17,2.487,860,1,-6.620234e+02
10000,1,18,2.471,365,1,4.815234e+01
10000,1,19,1.503,365,1,1.217188e+01
10000,1,20,2.037,365,1,-1.132812e+01
10000,1,21,2.854,695,1,-2.885781e+02
10000,1,22,1.720,365,1,-1.945312e+00
10000,1,23,2.888,530,1,5.757031e+01
10000,1,24,1.236,530,1,1.592578e+01
10000,1,25,1.703,365,1,-1.200391e+01
10000,1,26,1.135,200,1,-1.002734e+01
10000,1,27,2.304,695,1,-3.016211e+02
10000,1,28,1.436,695,1,-1.094531e+02
10000,1,29,1.403,365,1,2.216016e+01
10000,1,30,3.689,860,1,5.075195e+02
10000,1,31,1.302,530,1,-7.392188e+01
10000,1,32,1.302,695,1,-2.464414e+02
10000,1,33,1.169,365,1,8.867188e+00
10000,1,34,3.105,200,1,-7.945312e+00
10000,1,35,1.319,365,1,-6.769531e+00
10000,1,36,1.052,530,1,-2.808594e+00
10000,1,37,1.703,860,1,1.704453e+02
10000,1,38,3.489,200,1,-1.826172e+01
10000,1,39,1.436,695,1,2.891328e+02
10000,1,40,1.336,200,1,-5.683594e+00
10000,1,41,2.170,695,1,2.492188e+02
10000,1,42,1.937,695,1,1.843555e+02
10000,1,43,1.252,365,1,-1.070312e+01
10000,1,44,2.237,695,1,186
10000,1,45,1.887,530,1,-1.699102e+02
10000,1,46,1.519,530,1,1.649102e+02
10000,1,47,1.019,200,1,1.992188e-01
10000,1,48,1.119,530,1,-2.018320e+02
10000,1,49,2.220,530,1,-1.254258e+02
10000,1,50,0.885,200,1,9.320312e+00
10000,1,51,1.519,860,1,4.493203e+02
10000,1,52,1.252,695,1,-2.918516e+02
10000,1,53,1.953,860,1,4.408711e+02
10000,1,54,0.869,530,1,-1.571641e+02
10000,1,55,1.903,860,1,-2.897422e+02
10000,1,56,2.369,860,1,-3.331094e+02
10000,1,57,1.803,695,1,-3.059688e+02
10000,1,58,1.469,695,1,3.382930e+02
10000,1,59,1.002,365,1,4.991016e+01
10000,1,60,1.603,860,1,3.112656e+02
