Condition,Spread,Block,Trial,Delta,RT,Initial_x,Placed_x,Target_side,Speed,Success
2,10000,1,1,530,14.734,-178,-7.195312e+00,1,5,1
2,10000,1,2,530,4.971,-12,-2.617578e+01,1,5,0
2,10000,1,3,530,7.341,105,-2.432031e+01,1,5,0
2,10000,1,4,860,6.674,-116,-2.063008e+02,-1,5,0
2,10000,1,5,200,4.686,40,-1.234375e+00,1,5,1
2,10000,1,6,365,3.151,60,-1.088672e+01,1,5,1
2,10000,1,7,695,4.188,344,-3.379062e+02,1,5,0
2,10000,1,8,200,3.337,-75,-6.574219e+00,1,5,1
2,10000,1,9,530,2.452,-36,-8.449219e+00,1,5,1
2,10000,1,10,365,3.137,-155,-3.222656e+00,1,5,1
2,10000,1,11,695,2.652,344,-1.816016e+01,-1,5,0
2,10000,1,12,200,2.636,-80,1.712891e+01,-1,5,1
2,10000,1,13,860,2.886,252,-4.609102e+02,-1,5,1
2,10000,1,14,365,2.836,163,-4.437500e+00,1,5,1
2,10000,1,15,530,4.905,-32,4.039922e+02,1,5,1
2,10000,1,16,860,3.921,14,-5.835898e+02,1,5,0
2,10000,1,17,860,3.871,-88,-6.892773e+02,-1,5,1
2,10000,1,18,365,9.077,127,-1.100312e+02,-1,5,1
2,10000,1,19,365,2.169,159,-2.033008e+02,-1,5,1
2,10000,1,20,365,2.219,-173,-2.896875e+01,-1,5,1
2,10000,1,21,695,3.754,18,4.697812e+02,1,5,1
2,10000,1,22,365,5.456,180,1.882305e+02,1,5,1
2,10000,1,23,530,2.469,-8,-2.315781e+02,1,5,0
2,10000,1,24,530,2.452,7,-2.705625e+02,1,5,0
2,10000,1,25,365,2.085,-32,-2.084062e+02,1,5,0
2,10000,1,26,200,2.135,71,-9.164062e+00,1,5,1
2,10000,1,27,695,2.619,35,-5.830117e+02,-1,5,1
2,10000,1,28,695,3.020,-73,-5.489062e+02,1,5,0
2,10000,1,29,365,2.118,134,-2.205469e+02,1,5,0
2,10000,1,30,860,2.786,-385,-6.365273e+02,-1,5,1
