Spread,Block,Trial,Time_elapsed,Delta,click_num,Placed_x
10000,1,1,1.237,860,1,2.364766e+02
10000,1,2,1.435,695,1,-3.369258e+02
10000,1,3,1.619,695,1,3.384219e+02
10000,1,4,1.169,365,1,3.285156e+00
10000,1,5,1.536,695,1,-2.850039e+02
10000,1,6,0.969,695,1,4.705117e+02
10000,1,7,1.453,365,1,5.855469e+00
10000,1,8,1.486,530,1,-1.823320e+02
10000,1,9,0.852,860,1,-3.928867e+02
10000,1,10,0.985,365,1,-9.417969e+00
10000,1,11,1.670,695,1,2.921289e+02
10000,1,12,1.637,530,1,1.389297e+02
10000,1,13,0.718,530,1,-1.458867e+02
10000,1,14,1.119,365,1,1.366406e+01
10000,1,15,1.570,530,1,-2.026328e+02
10000,1,16,1.186,530,1,5.174609e+01
10000,1,17,2.538,860,1,4.938477e+02
10000,1,18,1.169,860,1,4.265977e+02
10000,1,19,0.969,365,1,2.136719e+00
10000,1,20,0.919,200,1,3.820312e+00
10000,1,21,0.969,200,1,-9.570312e-01
10000,1,22,0.735,695,1,2.388086e+02
10000,1,23,0.935,365,1,4
10000,1,24,0.952,200,1,-4.851562e+00
10000,1,25,1.252,530,1,1.413203e+02
10000,1,26,1.036,860,1,-3.792227e+02
10000,1,27,0.752,365,1,1.146484e+01
10000,1,28,1.202,200,1,4.847656e+00
10000,1,29,0.785,530,1,1.644062e+02
10000,1,30,0.819,200,1,-6.601562e+00
10000,1,31,0.852,860,1,3.308750e+02
10000,1,32,1.786,860,1,-4.867930e+02
10000,1,33,2.638,530,1,6.387891e+01
10000,1,34,1.036,200,1,-1.439062e+01
10000,1,35,1.904,860,1,5.342148e+02
10000,1,36,1.052,860,1,4.817617e+02
10000,1,37,1.620,860,1,-5.081797e+02
10000,1,38,0.902,530,1,-2.732070e+02
10000,1,39,0.618,530,1,2.988477e+02
10000,1,40,0.919,200,1,8.285156e+00
10000,1,41,0.869,365,1,8.828125e-01
10000,1,42,0.952,530,1,2.660352e+02
10000,1,43,0.819,200,1,6.496094e+00
10000,1,44,1.252,200,1,-5.679688e+00
10000,1,45,0.818,365,1,1.756641e+01
10000,1,46,0.785,365,1,-1.571875e+01
10000,1,47,1.002,695,1,2.402656e+02
10000,1,48,0.886,200,1,3.398438e-01
10000,1,49,0.869,365,1,2.484375e+00
10000,1,50,1.736,695,1,-3.045078e+02
10000,1,51,1.036,695,1,3.968477e+02
10000,1,52,0.718,695,1,-2.381953e+02
10000,1,53,0.969,365,1,-2.648438e+01
10000,1,54,1.019,860,1,5.616758e+02
10000,1,55,2.154,530,1,-2.115117e+02
10000,1,56,1.052,860,1,4.877070e+02
10000,1,57,1.002,860,1,-5.930859e+02
10000,1,58,0.785,530,1,2.498047e+02
10000,1,59,1.386,365,1,-7.421875e-01
10000,1,60,1.219,200,1,5.597656e+00
10000,1,61,1.553,695,1,4.139141e+02
10000,1,62,0.969,200,1,1.031641e+01
10000,1,63,1.252,200,1,-2.500000e-01
10000,1,64,1.069,695,1,-3.566328e+02
10000,1,65,1.336,530,1,-2.125781e+01
10000,1,66,1.119,695,1,2.603438e+02
10000,1,67,1.319,860,1,-5.546680e+02
10000,1,68,1.286,200,1,-1.621094e+00
10000,1,69,0.902,365,1,-6.242188e+00
10000,1,70,1.503,530,1,1.054297e+01
10000,1,71,1.086,695,1,2.444062e+02
10000,1,72,0.869,860,1,-5.883711e+02
10000,1,73,1.119,695,1,2.724219e+02
10000,1,74,0.902,365,1,-2.522656e+01
10000,1,75,0.935,200,1,-7.339844e+00
1,2,1,1.035,200,1,7.695312e+00
1,2,2,1.169,695,1,-4.715625e+02
1,2,3,1.002,530,1,-3.353906e+02
1,2,4,0.952,365,1,-1.925195e+02
1,2,5,1.669,860,1,6.870352e+02
1,2,6,0.852,200,1,-1.396484e+01
1,2,7,1.185,860,1,5.782070e+02
1,2,8,1.086,530,1,-3.125312e+02
1,2,9,1.035,695,1,4.676406e+02
1,2,10,1.854,365,1,2.487500e+01
1,2,11,1.586,530,1,-4.051523e+02
1,2,12,3.172,200,1,1.308594e+00
1,2,13,1.453,695,1,5.197266e+02
1,2,14,0.969,695,1,5.499727e+02
1,2,15,1.035,365,1,3.601562e+00
1,2,16,1.453,695,1,-4.850820e+02
1,2,17,1.953,365,1,-1.458555e+02
1,2,18,1.386,365,1,9.070312e+00
1,2,19,0.919,695,1,5.445391e+02
1,2,20,0.802,695,1,-5.696406e+02
1,2,21,1.353,365,1,-8.671875e+00
1,2,22,0.985,365,1,1.387578e+02
1,2,23,0.885,200,1,3.648438e+00
1,2,24,0.769,530,1,3.558477e+02
1,2,25,0.802,530,1,4.007070e+02
1,2,26,0.985,200,1,-3.234375e+00
1,2,27,0.852,695,1,-4.254258e+02
1,2,28,1.019,365,1,-2.300977e+02
1,2,29,1.186,200,1,1.150781e+01
1,2,30,0.852,695,1,-4.854062e+02
1,2,31,1.102,860,1,6.731562e+02
1,2,32,0.802,200,1,6.386719e+00
1,2,33,0.985,200,1,3.750000e+00
1,2,34,0.952,365,1,1.841211e+02
1,2,35,0.935,695,1,4.612109e+02
1,2,36,1.019,695,1,-4.939766e+02
1,2,37,0.802,530,1,3.108516e+02
1,2,38,0.618,530,1,-7.369141e+01
1,2,39,1.035,860,1,-7.320938e+02
1,2,40,0.835,860,1,7.323555e+02
1,2,41,1.002,365,1,-2.288359e+02
1,2,42,2.053,365,1,-5.820312e+00
1,2,43,0.719,200,1,9.343750e+00
1,2,44,1.753,365,1,1.753477e+02
1,2,45,0.919,200,1,-1.875000e+00
1,2,46,1.703,860,1,-7.011680e+02
1,2,47,1.286,860,1,-7.607539e+02
1,2,48,1.236,860,1,7.193633e+02
1,2,49,0.785,200,1,2.886719e+00
1,2,50,0.835,695,1,-5.432734e+02
1,2,51,0.869,860,1,6.532188e+02
1,2,52,1.620,200,1,1.109375e+01
1,2,53,0.852,530,1,4.136172e+02
1,2,54,1.403,200,1,-1.117188e+00
1,2,55,0.768,365,1,2.777344e+00
1,2,56,0.936,530,1,-3.688984e+02
1,2,57,1.035,530,1,-3.952461e+02
1,2,58,0.718,860,1,-6.179883e+02
1,2,59,0.802,200,1,-9.050781e+00
1,2,60,0.919,200,1,1.211719e+01
1,2,61,0.819,365,1,1.112344e+02
1,2,62,1.169,530,1,4.046562e+02
1,2,63,1.252,860,1,-7.428438e+02
